,title,description,category_name,thumbnail,url,category_title_description,Text,k_means
205,Griff's Great Australian Rail Trip,"British comedian and travel enthusiast Griff Rhys Jones hops on some of Australia's most impressive long distance trains, travelling across the expansive outback and along spectacular coastlines.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1849A_5e2109a57ec17.jpg,https://iview.abc.net.au/show/griff-s-great-australian-rail-trip,"documentary Griff's Great Australian Rail Trip British comedian and travel enthusiast Griff Rhys Jones hops on some of Australia's most impressive long distance trains, travelling across the expansive outback and along spectacular coastlines.",documentary griffs great australian rail trip british comedian travel enthusiast griff rhys jones hop australia impressive long distance train travelling across expansive outback along spectacular coastline,6
206,Last Woman On The Planet,"Writer and comedian Sara Pascoe is learning how to do the world's most endangered jobs, from ice carving in Finland to climbing trees to make sweets in Cuba.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2599A_607e2efb57c7b_1280.jpg,https://iview.abc.net.au/show/last-woman-on-the-planet,"documentary Last Woman On The Planet Writer and comedian Sara Pascoe is learning how to do the world's most endangered jobs, from ice carving in Finland to climbing trees to make sweets in Cuba.",documentary last woman planet writer comedian sara pascoe learning world endangered job ice carving finland climbing tree make sweet cuba,2
207,The Making Of David Attenborough's Kingdom Of Plants,"Take a glimpse behind the scenes at the tricks, technology & trouble that went into making David Attenborough's Kingdom of Plants, an extraordinary series exploring the plant kingdom & exposes its wildest secrets.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9157A001S00_5936016046e1b_1280.jpg,https://iview.abc.net.au/show/making-of-david-attenborough-s-kingdom-of-plants/video/ZX9157A001S00,"documentary The Making Of David Attenborough's Kingdom Of Plants Take a glimpse behind the scenes at the tricks, technology & trouble that went into making David Attenborough's Kingdom of Plants, an extraordinary series exploring the plant kingdom & exposes its wildest secrets.",documentary making david attenboroughs kingdom plant take glimpse behind scene trick technology trouble went making david attenboroughs kingdom plant extraordinary series exploring plant kingdom expose wildest secret,1
208,Searching For Superhuman,"Discoveries that have revolutionised our understanding of what it means to be human, allowing us to live longer, better, smarter and stronger.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1846H_5f87a4a83f676_1280.jpg,https://iview.abc.net.au/show/searching-for-superhuman,"documentary Searching For Superhuman Discoveries that have revolutionised our understanding of what it means to be human, allowing us to live longer, better, smarter and stronger.",documentary searching superhuman discovery revolutionised understanding mean human allowing u live longer better smarter stronger,2
209,Hunting The Essex Lorry Killers,"The story of one of the biggest manslaughter inquiries the UK has ever seen. Spanning Britain, Europe and Vietnam, it cracked open a multi-million pound people smuggling ring.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3176A001S00_619c2b186e82d.jpg,https://iview.abc.net.au/show/hunting-the-essex-lorry-killers/video/ZW3176A001S00,"documentary Hunting The Essex Lorry Killers The story of one of the biggest manslaughter inquiries the UK has ever seen. Spanning Britain, Europe and Vietnam, it cracked open a multi-million pound people smuggling ring.",documentary hunting essex lorry killer story one biggest manslaughter inquiry uk ever seen spanning britain europe vietnam cracked open multimillion pound people smuggling ring,2
210,Spicks And Specks,"Join Adam Hills, Myf Warhurst and Alan Brough for a brand new series of your favourite music quiz show. There'll be new games, fantastic live music and, as always, you can play along with all your old favourites.",panel-and-discussion,https://cdn.iview.abc.net.au/thumbs/i/le/LE2002V_606ea7cf0502d_1280.jpg,https://iview.abc.net.au/show/spicks-and-specks,"panel-and-discussion Spicks And Specks Join Adam Hills, Myf Warhurst and Alan Brough for a brand new series of your favourite music quiz show. There'll be new games, fantastic live music and, as always, you can play along with all your old favourites.",panelanddiscussion spick speck join adam hill myf warhurst alan brough brand new series favourite music quiz show therell new game fantastic live music always play along old favourite,4
211,Whovians,"Join Rove McManus, Tegan Higginbotham and Bajo - alongside a rotating roster of celebrity Doctor Who superfans, as they sit down to unpack the secrets and celebrate their love of Doctor Who.",panel-and-discussion,https://cdn.iview.abc.net.au/thumbs/i/le/LE1919H_5f4df9a155074_1280.jpg,https://iview.abc.net.au/show/whovians,"panel-and-discussion Whovians Join Rove McManus, Tegan Higginbotham and Bajo - alongside a rotating roster of celebrity Doctor Who superfans, as they sit down to unpack the secrets and celebrate their love of Doctor Who.",panelanddiscussion whovians join rove mcmanus tegan higginbotham bajo alongside rotating roster celebrity doctor superfans sit unpack secret celebrate love doctor,4
212,Boyer Lecture 2017: Professor Genevieve Bell,"After two decades in Silicon Valley helping to invent the future, Professor Genevieve Bell has returned home to spark a critical conversation about what it means to be human, and Australian, in a digital world.",panel-and-discussion,https://cdn.iview.abc.net.au/thumbs/i/ns/NS1744H001S00_59f0096b7659e_1280.jpg,https://iview.abc.net.au/show/boyer-lecture-2017-professor-genevieve-bell/video/NS1744H001S00,"panel-and-discussion Boyer Lecture 2017: Professor Genevieve Bell After two decades in Silicon Valley helping to invent the future, Professor Genevieve Bell has returned home to spark a critical conversation about what it means to be human, and Australian, in a digital world.",panelanddiscussion boyer lecture 2017 professor genevieve bell two decade silicon valley helping invent future professor genevieve bell returned home spark critical conversation mean human australian digital world,9
213,The Brothers' Book Club,"Hip Hop artists, 'The Mamas Boys Collective' bring a fresh twist to the book review show with analysis of John Steinbeck's Of Mice and Men. Expect skits, songs, and poetry that explore how the book's themes resonate today.",panel-and-discussion,https://cdn.iview.abc.net.au/thumbs/i/ac/AC2106Q001S00_619c8996adb87_1920.jpg,https://iview.abc.net.au/show/brothers-book-club/video/AC2106Q001S00,"panel-and-discussion The Brothers' Book Club Hip Hop artists, 'The Mamas Boys Collective' bring a fresh twist to the book review show with analysis of John Steinbeck's Of Mice and Men. Expect skits, songs, and poetry that explore how the book's themes resonate today.",panelanddiscussion brother book club hip hop artist mama boy collective bring fresh twist book review show analysis john steinbeck mouse men expect skit song poetry explore book theme resonate today,7
214,Mock The Week,"Fast-tracked from the UK, the show combining the best elements of panel show, stand-up and improvised games with two teams of comedians taking a satirical swipe at the news and world events.",panel-and-discussion,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2791A_60a5fd9884350_1280.jpg,https://iview.abc.net.au/show/mock-the-week,"panel-and-discussion Mock The Week Fast-tracked from the UK, the show combining the best elements of panel show, stand-up and improvised games with two teams of comedians taking a satirical swipe at the news and world events.",panelanddiscussion mock week fasttracked uk show combining best element panel show standup improvised game two team comedian taking satirical swipe news world event,7
215,Afternoon Briefing,"The daily destination for #auspol addicts. With a Federal Election due before the end of May, Greg Jennett will break political news and interrogate politicians, candidates and public officials on the big national issues.",panel-and-discussion,https://cdn.iview.abc.net.au/thumbs/i/nu/NU2222V_61f72155373ab_3600.jpg,https://iview.abc.net.au/show/afternoon-briefing,"panel-and-discussion Afternoon Briefing The daily destination for #auspol addicts. With a Federal Election due before the end of May, Greg Jennett will break political news and interrogate politicians, candidates and public officials on the big national issues.",panelanddiscussion afternoon briefing daily destination auspol addict federal election due end may greg jennett break political news interrogate politician candidate public official big national issue,8
